Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,Tx_ID_extracted,Problem_Category,Sentiment
100352,2023-11-28,C0013,Electronics,Laptop X,1343.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100551,2023-02-12,C0200,Electronics,Tablet A,445.23,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100404,2023-11-29,C0017,Smart Home,NordTherm,83.85,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100715,2023-06-12,C0002,Electronics,NoiseCancel Headphones,330.75,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100170,2023-11-22,C0199,Electronics,TV Pro,1050.2,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100431,2023-11-29,C0310,Smart Home,NordLock Pro,193.31,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100608,2023-12-04,C0024,Smart Home,NordTherm,81.21,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100648,2023-12-05,C0024,Electronics,Smartphone Z,834.38,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100623,2023-04-12,C0002,Accessories,Laptop Sleeve,43.96,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100742,2023-12-07,C0001,Accessories,USB-C Cable,10.69,4,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100078,2023-11-18,C0007,Electronics,Tablet A,527.12,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101143,2023-12-10,C0001,Electronics,TV Pro,970.6,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100910,2023-10-12,C0006,Smart Home,NordLock Pro,181.92,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100272,2023-11-25,C0003,Electronics,TV Pro,1118.62,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100081,2023-11-18,C0091,Electronics,Tablet A,372.51,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100280,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100837,2023-08-12,C0006,Electronics,Tablet A,702.29,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100506,2023-12-01,C0057,Accessories,Screen Protector,7.12,1,Paid,,,,,,100506,Cits / Vispārējs brāķis,Negatīvs
100364,2023-11-28,C0003,Electronics,TV Pro,1094.93,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101173,2023-12-07,C0002,Electronics,Tablet A,636.8,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100612,2023-12-04,C0052,Accessories,Charger,35.09,3,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100040,2023-11-16,C0238,Electronics,Laptop X,1653.4,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101085,2023-12-13,C0038,Smart Home,NordCam Mini,91.86,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100412,2023-11-29,C0053,Electronics,TV Pro,1261.41,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100278,2023-11-25,C0181,Smart Home,NordLock Pro,247.91,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,,,,,,101101,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,,,,,,101101,Baterijas problēma (Smart Home),Negatīvs
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100827,2023-12-08,C0013,Electronics,Tablet A,665.07,1,Paid,R000002,100827,2023-12-20,665.07,Processed,,Nav sūdzību,Neitrāls / Nav ziņots
100561,2023-03-12,C0002,Electronics,Tablet A,771.78,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101183,2023-11-21,C0170,Accessories,Charger,30.35,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100426,2023-11-29,C0031,Accessories,Screen Protector,8.99,2,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100998,2023-12-12,C0001,Accessories,Laptop Sleeve,23.36,1,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,,,,,,101047,Cits / Vispārējs brāķis,Kritiski Negatīvs
100471,2023-11-30,C0019,Smart Home,NordLock Pro,180.99,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100303,2023-11-26,C0003,Smart Home,NordLock Pro,224.82,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101002,2023-12-12,C0008,Electronics,Tablet A,318.91,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100570,2023-12-03,C0001,Accessories,Laptop Sleeve,19.23,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100058,2023-11-17,C0031,Electronics,TV Pro,914.97,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,180.76,1,Paid,,,,,,100395,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100093,2023-11-18,C0004,Electronics,Smartphone Z,894.13,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100798,2023-12-08,C0004,Accessories,Laptop Sleeve,41.56,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100484,2023-12-01,C0137,Smart Home,NordCam Mini,80.0,1,Paid,,,,,,100484,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100261,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,R000003,100261,2023-12-07,258.75,Processed,100261,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100261,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,R000003,100261,2023-12-07,258.75,Processed,100261,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100084,2023-11-18,C0001,Accessories,Wireless Mouse,56.31,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100592,2023-12-03,C0024,Smart Home,NordLock Pro,189.75,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100042,2023-11-16,C0002,Accessories,Charger,18.8,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100327,2023-11-27,C0002,Electronics,Laptop X,1437.5,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100087,2023-11-18,C0002,Accessories,Accessory Bundle,32.79,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100457,2023-11-30,C0010,Accessories,Screen Protector,5.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100965,2023-12-11,C0279,Accessories,Screen Protector,12.26,1,Paid,,,,,,100965,Piegādes / Loģistikas aizkavēšanās,Negatīvs
101028,2023-12-12,C0044,Accessories,Wireless Mouse,31.71,1,Paid,,,,,,101028,Bloķēšanas/Drošības kļūme,Negatīvs
100731,2023-06-12,C0002,Electronics,TV Pro,1405.31,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100852,2023-09-12,C0113,Accessories,USB-C Cable,18.62,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100916,2023-12-10,C0003,Electronics,Laptop X,1608.63,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,,,,,,101071,Bloķēšanas/Drošības kļūme,Kritiski Negatīvs
101160,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100108,2023-11-19,C0008,Smart Home,NordPlug,24.89,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100690,2023-12-06,C0003,Smart Home,NordLock Pro,192.91,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,,,,,,100986,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100747,2023-07-12,C0006,Accessories,Screen Protector,11.32,4,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100165,2023-11-22,C0001,Electronics,Smartphone Z,771.06,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100039,2023-11-16,C0003,Accessories,Accessory Bundle,91.93,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100149,2023-11-21,C0001,Electronics,Tablet A,475.44,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100068,2023-11-17,C0004,Accessories,Accessory Bundle,84.63,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100260,2023-11-25,C0003,Electronics,Smartphone Z,706.61,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100558,2023-03-12,C0008,Electronics,Tablet A,356.42,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100184,2023-11-22,C0028,Smart Home,NordLock Pro,210.27,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101079,2023-12-13,C0003,Accessories,Charger,40.81,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101094,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,,,,,,101094,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
101094,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,,,,,,101094,Lietotnes / Savienojuma problēma,Negatīvs
101094,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,,,,,,101094,Baterijas problēma (Smart Home),Kritiski Negatīvs
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100054,2023-11-17,C0011,Electronics,Laptop X,1798.82,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100617,2023-12-04,C0002,Electronics,Tablet A,351.21,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100136,2023-11-20,C0256,Smart Home,NordTherm,85.0,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,,,,,,100974,Baterijas problēma (Smart Home),Kritiski Negatīvs
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,,,,,,100974,Naudas atgriešanas pieprasījums,Negatīvs
100955,2023-12-11,C0002,Accessories,Screen Protector,5.43,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100221,2023-11-24,C0001,Electronics,TV Pro,1386.66,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101060,2023-12-13,C0001,Electronics,TV Pro,1293.65,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,302.52,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101151,2023-12-11,C0007,Accessories,Accessory Bundle,44.45,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201.0,1,Paid,,,,,,100861,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201.0,1,Paid,,,,,,100861,Baterijas problēma (Smart Home),Negatīvs
100329,2023-11-27,C0001,Accessories,Phone Case,12.21,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100835,2023-08-12,C0023,Electronics,Laptop X,1517.2,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100312,2023-11-26,C0148,Electronics,Laptop X,1691.9,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100377,2023-11-28,C0009,Accessories,USB-C Cable,19.51,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100639,2023-04-12,C0042,Smart Home,NordLock Pro,223.67,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101098,2023-12-14,C0001,Accessories,Charger,22.04,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100173,2023-11-22,C0008,Electronics,Smartphone Z,1043.81,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100560,2023-03-12,C0196,Electronics,Smartphone Z,840.55,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100289,2023-11-25,C0005,Smart Home,NordLock Pro,249.63,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100294,2023-11-25,C0002,Accessories,USB-C Cable,13.57,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101154,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100666,2023-05-12,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100270,2023-11-25,C0031,Accessories,Laptop Sleeve,17.02,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101087,2023-12-14,C0009,Electronics,Tablet A,484.26,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100321,2023-11-27,C0004,Accessories,Accessory Bundle,51.76,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100462,2023-11-30,C0009,Electronics,Laptop X,1389.57,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100370,2023-11-28,C0217,Accessories,USB-C Cable,19.89,2,Failed,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100218,2023-11-23,C0004,Electronics,Smartphone Z,989.29,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100083,2023-11-18,C0002,Smart Home,NordLock Pro,215.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100273,2023-11-25,C0002,Electronics,Laptop X,1374.89,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100637,2023-12-04,C0003,Electronics,Smartphone Z,713.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101103,2023-12-14,C0103,Accessories,Accessory Bundle,63.95,1,Paid,,,,,,101103,Lietotnes / Savienojuma problēma,Kritiski Negatīvs
101103,2023-12-14,C0103,Accessories,Accessory Bundle,63.95,1,Paid,,,,,,101103,Bloķēšanas/Drošības kļūme,Negatīvs
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,252.35,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100410,2023-11-29,C0026,Accessories,Accessory Bundle,35.78,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100401,2023-11-29,C0017,Accessories,Phone Case,10.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100438,2023-11-30,C0010,Accessories,Charger,20.58,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100600,2023-04-12,C0043,Accessories,Phone Case,32.88,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100753,2023-12-07,C0040,Electronics,Tablet A,436.32,1,Paid,,,,,,100753,Baterijas problēma (Smart Home),Negatīvs
100765,2023-12-07,C0080,Electronics,Laptop X,1361.87,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201.0,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
101064,2023-12-13,C0002,Accessories,Phone Case,16.39,3,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100477,2023-11-30,C0001,Smart Home,NordLock Pro,195.76,1,Pending,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100936,2023-12-11,C0151,Electronics,TV Pro,1641.8,1,Paid,,,,,,100936,Piegādes / Loģistikas aizkavēšanās,Negatīvs
100936,2023-12-11,C0151,Electronics,TV Pro,1641.8,1,Paid,,,,,,100936,Baterijas problēma (Smart Home),Negatīvs
100489,2023-12-01,C0015,Electronics,Tablet A,559.0,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100238,2023-11-24,C0270,Accessories,USB-C Cable,17.0,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100026,2023-11-16,C0091,Electronics,NoiseCancel Headphones,192.39,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100244,2023-11-24,C0002,Electronics,NoiseCancel Headphones,229.51,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100828,2023-12-08,C0001,Accessories,Screen Protector,13.81,2,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100976,2023-12-11,C0008,Electronics,Tablet A,365.96,1,Paid,,,,,,100976,Baterijas problēma (Smart Home),Kritiski Negatīvs
100427,2023-11-29,C0001,Electronics,TV Pro,1187.16,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100023,2023-11-16,C0016,Accessories,Accessory Bundle,30.78,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100256,2023-11-24,C0002,Smart Home,NordLock Pro,235.74,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100293,2023-11-25,C0001,Accessories,Charger,40.76,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100811,2023-12-08,C0008,Electronics,NoiseCancel Headphones,161.34,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100295,2023-11-25,C0001,Electronics,Smartphone Z,789.49,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100785,2023-12-07,C0034,Electronics,Smartphone Z,1072.68,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100122,2023-11-20,C0113,Accessories,Phone Case,33.56,1,Paid,,,,,,100122,Baterijas problēma (Smart Home),Kritiski Negatīvs
100807,2023-12-08,C0007,Accessories,USB-C Cable,12.72,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
100953,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,,,,,,,Nav sūdzību,Neitrāls / Nav ziņots
